Unnamed: 0,state/uts,"no_of_tb_-_diabetes-tb_patients_with_known_dm_status,_of_notified)-public","percentage__of_tb_-_diabetes-tb_patients_with_known_dm_status,of_notified)-public","no_of_tb_-_diabetes-tb_patients_with_known_dm_status,_of_notified)-private","percentage__of_tb_-_diabetes-tb_patients_with_known_dm_status,_of_notified)-private","no_of_tb_-_diabetes-tb_patients_with_known_dm_status,of_notified)-total","percentage_of_tb_-_diabetes-tb_patients_with_known_dm_status,__of_notified)-total","no_of_tb_-_diabetes-patients_diagnosed_among_tested,of_those_with_known_dm_status)-public","percentage_of_tb_-_diabetes-_patients_diagnosed_among_tested,of_those_with_known_dm_status)-public","no_of_tb_-_diabetes-_patients_diagnosed_among_tested,_of_those_with_known_dm_status)-private","percentage__of_tb_-_diabetes-patients_diagnosed_among_tested,__of_those_with_known_dm_status)-private","no_of_tb_-_diabetes-patients_diagnosed_among_tested,_of_those_with_known_dm_status)-total","percentage__of_tb_-_diabetes-__patients_diagnosed_among_tested,_of_those_with_known_dm_status)-total","no_of_tb_-_diabetes-_patients_initiated_on_anti-diabetic_treatment,_of_tb-dm)-public","percentage_of_tb_-_diabetes-_patients_initiated_on_anti-diabetic_treatment,_of_tb-dm)-public","no_of_tb_-_diabetes-_patients_initiated_on_anti-diabetic_treatment,_of_tb-dm)-private","percentage_of_tb_-_diabetes-_patients_initiated_on_anti-diabetic_treatment,_of_tb-dm)-private","no_of_tb_-_diabetes-_patients_initiated_on_anti-diabetic_treatment,_of_tb-dm)0total","percentage_of_tb_-_diabetes-_patients_initiated_on_anti-diabetic_treatment,of_tb-dm)0total","no_of_tobacco-tb_patients_with_known_tobacco_usage_status,_of_notified)-public","%_of_tobacco-tb_patients_with_known_tobacco_usage_status,_of_notified)-public","no_of_tobacco-tb_patients_with_known_tobacco_usage_status,of_notified)-private","%_of_tobacco-tb_patients_with_known_tobacco_usage_status,__of_notified)-private","no_of_tobacco-tb_patients_with_known_tobacco_usage_status,__of_notified)-total","%_of_tobacco-tb_patients_with_known_tobacco_usage_status,_of_notified)-total","no_of_tobacco_users_identified_amongst_screened,__of_those_with_known_tobacco_usage_status)-public","percentage_of_tobacco_users_identified_amongst_screened,__of_those_with_known_tobacco_usage_status)-public","no_of_tobacco_users_identified_amongst_screened,of_those_with_known_tobacco_usage_status)-private","percentage_of_tobacco_users_identified_amongst_screened,__of_those_with_known_tobacco_usage_status)-private","no_of_tobacco_users_identified_amongst_screened,of_those_with_known_tobacco_usage_status)-total","percentage__of_tobacco_users_identified_amongst_screened,_of_those_with_known_tobacco_usage_status)-total","no_of_tobacco_users_linked_with_tobacco_cessation_centres,_of_tobacco_users)-public","percentage__of_tobacco_users_linked_with_tobacco_cessation_centres,_of_tobacco_users)-public","no_of_tobacco_users_linked_with_tobacco_cessation_centres,of_tobacco_users)-private","percentage__of_tobacco_users_linked_with_tobacco_cessation_centres,_n_(%_of_tobacco_users)-private","no_of_tobacco_users_linked_with_tobacco_cessation_centres,_of_tobacco_users)-total","percentage__of_tobacco_users_linked_with_tobacco_cessation_centres,_of_tobacco_users)-total","_no_of_tb_-_alcohol-tb_patients_with_known_alcohol_usage_status,_of_notified)-public","%_of__tb_-_alcohol-tb_patients_with_known_alcohol_usage_status,_of_notified)-public","no_of__tb_-_alcohol-tb_patients_with_known_alcohol_usage_status,__of_notified)-private","%_of__tb_-_alcohol-tb_patients_with_known_alcohol_usage_status,__of_notified)-private","_no_of_tb_-_alcohol-tb_patients_with_known_alcohol_usage_status,__of_notified)-total","%_of_tb_-_alcohol-tb_patients_with_known_alcohol_usage_status,_of_notified)-total","no_of_tb_-_alcohol-alcohol_users_identified_amongst_screened,_of_those_with_known_alcohol_usage_status)-public","percentage__of_tb_-_alcohol-alcohol_users_identified_amongst_screened,of_those_with_known_alcohol_usage_status)-public","no_of_tb_-_alcohol-alcohol_users_identified_amongst_screened,_of_those_with_known_alcohol_usage_status)-private","percentage__of_tb_-_alcohol-alcohol_users_identified_amongst_screened,_of_those_with_known_alcohol_usage_status)-private","no_of_tb_-_alcohol-alcohol_users_identified_amongst_screened,__of_those_with_known_alcohol_usage_status)-total","percentage__of_tb_-_alcohol-alcohol_users_identified_amongst_screened,__of_those_with_known_alcohol_usage_status)-total","no_of_tb_-_alcohol-alcohol_users_linked_with_deaddiction_centres,_of_alcohol_users)-public","percentage__of_tb_-_alcohol-alcohol_users_linked_with_deaddiction_centres,__of_alcohol_users)-public","no_of_tb_-_alcohol-alcohol_users_linked_with_deaddiction_centres,__of_alcohol_users)-private","percentage__of_tb_-_alcohol-alcohol_users_linked_with_deaddiction_centres,__of_alcohol_users)-private","no_of_tb_-_alcohol-alcohol_users_linked_with_deaddiction_centres,_of_alcohol_users)-total","percentage__of_no_of_tb_-_alcohol-alcohol_users_linked_with_deaddiction_centres,_of_alcohol_users)-total",latitude,longitude,timestamp,region
37,Uttarakhand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473433.0,79.5,354179.0,62.4,1827612.0,75.5,194531.0,13.2,16012.0,4.5,210543.0,11.5,62753.0,32.3,4404.0,27.5,67157.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5937,78.9629,2023-05-06,North
38,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,90.1,3.0,75.0,493.0,90.0,90.0,18.4,0.0,0.0,90.0,18.3,26.0,28.9,0.0,0.0,26.0,28.9,11.667,92.735,2023-04-01,North
39,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63257.0,95.7,26303.0,97.5,89560.0,96.2,8187.0,12.9,1208.0,4.6,9395.0,10.5,1901.0,23.2,265.0,21.9,2166.0,23.1,15.9129,79.74,2023-10-27,North East
40,Arunachal Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2240.0,74.4,3.0,50.0,2243.0,74.4,245.0,10.9,0.0,0.0,245.0,10.9,140.0,57.1,0.0,0.0,140.0,57.1,28.218,94.7278,2023-06-22,North East
41,Assam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29582.0,70.4,4366.0,73.7,33948.0,70.8,5161.0,17.4,179.0,4.1,5340.0,15.7,1244.0,24.1,71.0,39.7,1315.0,24.6,26.2006,92.9376,2023-08-28,North East
42,Haryana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44246.0,54.4,35745.0,42.3,79991.0,48.2,781.0,1.8,254.0,0.7,1035.0,1.3,254.0,32.5,9.0,3.5,263.0,25.4,25.0961,85.3131,2023-05-29,North
43,Bihar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3487.0,93.8,47.0,73.4,3534.0,93.4,209.0,6.0,1.0,2.1,210.0,5.9,39.0,18.7,1.0,100.0,40.0,19.0,30.7333,76.7794,2023-07-14,East
44,Bihar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24653.0,83.7,5734.0,61.8,30387.0,78.5,5395.0,21.9,247.0,4.3,5642.0,18.6,2606.0,48.3,114.0,46.2,2720.0,48.2,21.2787,81.8661,2023-07-05,East
45,Assam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,66.5,58.0,76.3,620.0,67.3,59.0,10.5,3.0,5.2,62.0,10.0,31.0,52.5,1.0,33.3,32.0,51.6,,,2023-08-13,North East
46,Goa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50682.0,65.0,1660.0,16.2,52342.0,59.3,3074.0,6.1,18.0,1.1,3092.0,5.9,619.0,20.1,4.0,22.2,623.0,20.1,28.7041,77.1025,2023-05-08,West
47,Bihar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563.0,93.2,28.0,7.1,1591.0,76.7,120.0,7.7,2.0,7.1,122.0,7.7,16.0,13.3,0.0,0.0,16.0,13.1,15.2993,74.124,2023-08-30,East
48,Mizoram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103459.0,95.2,35556.0,90.1,139015.0,93.8,5707.0,5.5,493.0,1.4,6200.0,4.5,2455.0,43.0,252.0,51.1,2707.0,43.7,22.2587,71.1924,2023-03-31,North East
49,Goa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54295.0,88.6,14079.0,80.9,68374.0,86.9,1790.0,3.3,238.0,1.7,2028.0,3.0,729.0,40.7,99.0,41.6,828.0,40.8,29.0588,76.0856,2023-03-22,West
50,Chhattisgarh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15509.0,96.7,429.0,91.7,15938.0,96.6,1379.0,8.9,17.0,4.0,1396.0,8.8,1176.0,85.3,10.0,58.8,1186.0,85.0,31.1048,77.1734,2023-11-19,Central
51,Manipur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10172.0,89.4,514.0,88.3,10686.0,89.3,430.0,4.2,5.0,1.0,435.0,4.1,222.0,51.6,4.0,80.0,226.0,52.0,33.7782,76.5762,2023-03-09,North East
52,Jharkhand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35773.0,76.2,4537.0,39.4,40310.0,68.9,3335.0,9.3,48.0,1.1,3383.0,8.4,885.0,26.5,16.0,33.3,901.0,26.6,23.6102,85.2799,2023-09-16,East
53,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59273.0,88.0,9629.0,81.8,68902.0,87.1,8964.0,15.1,409.0,4.2,9373.0,13.6,2538.0,28.3,110.0,26.9,2648.0,28.3,15.3173,75.7139,2023-09-27,South
54,Goa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17510.0,84.9,2003.0,69.1,19513.0,83.0,2660.0,15.2,101.0,5.0,2761.0,14.1,1270.0,47.7,38.0,37.6,1308.0,47.4,10.8505,76.2711,2023-06-13,West
55,Bihar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,87.4,8.0,72.7,300.0,87.0,17.0,5.8,1.0,12.5,18.0,6.0,3.0,17.6,1.0,100.0,4.0,22.2,34.1526,77.577,2023-04-14,East
56,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,100.0,0.0,0.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.328,72.7846,2023-07-04,North
57,Odisha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79128.0,56.6,19701.0,40.0,98829.0,52.3,5170.0,6.5,275.0,1.4,5445.0,5.5,1110.0,21.5,53.0,19.3,1163.0,21.4,22.9734,78.6569,2023-02-15,East
58,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126323.0,82.9,52493.0,67.9,178816.0,77.8,6857.0,5.4,718.0,1.4,7575.0,4.2,2469.0,36.0,226.0,31.5,2695.0,35.6,19.7515,75.7139,2023-02-28,South
59,Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,72.6,126.0,49.0,1846.0,70.3,251.0,14.6,8.0,6.3,259.0,14.0,79.0,31.5,1.0,12.5,80.0,30.9,24.6637,93.9063,2023-02-02,South
60,Gujarat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3538.0,76.2,148.0,46.0,3686.0,74.3,746.0,21.1,7.0,4.7,753.0,20.4,168.0,22.5,0.0,0.0,168.0,22.3,25.467,91.3662,2023-10-09,West
61,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,97.1,20.0,100.0,2045.0,97.1,240.0,11.9,2.0,10.0,242.0,11.8,105.0,43.8,0.0,0.0,105.0,43.4,23.1645,92.9376,2023-12-25,South
62,Assam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3127.0,82.2,351.0,94.1,3478.0,83.2,312.0,10.0,10.0,2.8,322.0,9.3,198.0,63.5,0.0,0.0,198.0,61.5,26.1584,94.5624,2023-07-20,North East
63,Assam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52157.0,93.9,3969.0,90.3,56126.0,93.6,8665.0,16.6,251.0,6.3,8916.0,15.9,4024.0,46.4,103.0,41.0,4127.0,46.3,20.9517,85.0985,2023-04-09,North East
64,Assam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.0,96.2,2.0,100.0,1469.0,96.2,320.0,21.8,0.0,0.0,320.0,21.8,315.0,98.4,0.0,0.0,315.0,98.4,11.9416,79.8083,2023-02-06,North East
65,Gujarat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40121.0,84.1,7502.0,76.4,47623.0,82.8,1531.0,3.8,72.0,1.0,1603.0,3.4,280.0,18.3,6.0,8.3,286.0,17.8,31.1471,75.3412,2023-01-14,West
66,Meghalaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104335.0,79.3,28427.0,73.6,132762.0,78.0,3343.0,3.2,450.0,1.6,3793.0,2.9,1071.0,32.0,191.0,42.4,1262.0,33.3,27.0238,74.2179,2023-02-15,North East
67,West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.0,73.5,48.0,64.9,1031.0,73.0,60.0,6.1,2.0,4.2,62.0,6.0,4.0,6.7,1.0,50.0,5.0,8.1,27.532,88.5122,2023-08-12,East
68,Mizoram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71063.0,90.8,12009.0,68.0,83072.0,86.6,16475.0,23.2,979.0,8.2,17454.0,21.0,3754.0,22.8,170.0,17.4,3924.0,22.5,11.1271,78.6569,2023-06-01,North East
69,Kerala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50793.0,93.1,16883.0,90.4,67676.0,92.4,7172.0,14.1,871.0,5.2,8043.0,11.9,3827.0,53.4,474.0,54.4,4301.0,53.5,18.1124,79.0193,2023-08-16,South
70,Haryana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2177.0,66.9,32.0,80.0,2209.0,67.0,495.0,22.7,0.0,0.0,495.0,22.4,72.0,14.5,0.0,0.0,72.0,14.5,23.9408,91.9882,2023-10-23,North
71,Goa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291692.0,69.6,56031.0,48.0,347723.0,64.9,9876.0,3.4,506.0,0.9,10382.0,3.0,2846.0,28.8,76.0,15.0,2922.0,28.1,26.8467,80.9462,2023-03-10,West
72,Mizoram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21322.0,93.9,4180.0,89.9,25502.0,93.2,1645.0,7.7,106.0,2.5,1751.0,6.9,610.0,37.1,21.0,19.8,631.0,36.0,30.0668,79.0193,2023-05-19,North East
73,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79395.0,84.6,6058.0,75.7,85453.0,83.9,10784.0,13.6,587.0,9.7,11371.0,13.3,3814.0,35.4,218.0,37.1,4032.0,35.5,22.9868,87.855,2023-01-21,North
74,Bihar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448433.0,78.1,348682.0,61.4,1797115.0,74.2,121545.0,8.4,8068.0,2.3,129613.0,7.2,40900.0,33.7,2535.0,31.4,43435.0,33.5,20.5937,78.9629,2023-10-15,East
75,Andhra Pradesh,518.0,95.2,3.0,75.0,521.0,95.1,97.0,18.7,1.0,33.3,98.0,18.8,69.0,71.1,1.0,100.0,70.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.667,92.735,2023-03-16,South
76,Chhattisgarh,65235.0,98.7,26883.0,99.6,92118.0,98.9,8816.0,13.5,2940.0,10.9,11756.0,12.8,6282.0,71.3,1671.0,56.8,7953.0,67.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9129,79.74,2023-12-13,Central
77,Goa,2378.0,79.0,3.0,50.0,2381.0,79.0,59.0,2.5,0.0,0.0,59.0,2.5,28.0,47.5,0.0,0.0,28.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.218,94.7278,2023-12-04,West
78,Maharashtra,34011.0,81.0,4929.0,83.2,38940.0,81.2,2554.0,7.5,499.0,10.1,3053.0,7.8,1003.0,39.3,179.0,35.9,1182.0,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2006,92.9376,2023-08-15,West
79,Goa,53768.0,66.1,74114.0,87.7,127882.0,77.1,3062.0,5.7,3801.0,5.1,6863.0,5.4,1489.0,48.6,811.0,21.3,2300.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0961,85.3131,2023-11-13,West
80,Telangana,3531.0,94.9,47.0,73.4,3578.0,94.6,316.0,8.9,5.0,10.6,321.0,9.0,248.0,78.5,5.0,100.0,253.0,78.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7333,76.7794,2023-12-16,South
81,Manipur,26987.0,91.6,8243.0,88.8,35230.0,91.0,2473.0,9.2,639.0,7.8,3112.0,8.8,1184.0,47.9,155.0,24.3,1339.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2787,81.8661,2023-12-02,North East
82,Uttarakhand,838.0,99.2,76.0,100.0,914.0,99.2,56.0,6.7,3.0,3.9,59.0,6.5,46.0,82.1,2.0,66.7,48.0,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2023-11-01,North
